img_path,label
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,3
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,1
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,1
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,8
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,7
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,1
ddata/guangdong_round1_test_a_20180916/102.jpg,8
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,8
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,1
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,9
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,1
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,10
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,7
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,6
ddata/guangdong_round1_test_a_20180916/102.jpg,8
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,2
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,5
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,9
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,11
ddata/guangdong_round1_test_a_20180916/102.jpg,4
ddata/guangdong_round1_test_a_20180916/102.jpg,0
ddata/guangdong_round1_test_a_20180916/102.jpg,0
